cmi,idx,n_samples,n_dims_1,n_dims_2
0.0019221892330848478,58,4096,4090,6
0.0036151273713054266,59,256,4090,6
-0.004526494137651493,59,512,4090,6
0.013963095409668003,59,1024,4090,6
0.011283250825096958,59,2048,4090,6
-0.002825086112400732,59,4096,4090,6
-0.0014344786618005756,60,256,4090,6
0.008849641986091505,60,512,4090,6
-0.01008091635245556,60,1024,4090,6
0.0003411622704648787,60,2048,4090,6
0.0031429571101777576,60,4096,4090,6
-0.001029971719990197,61,256,4090,6
-0.0029637276452333383,61,512,4090,6
0.005881453422974525,61,1024,4090,6
-0.0010095336136924926,61,2048,4090,6
-0.010326300267715305,61,4096,4090,6
-0.00268854499949156,62,256,4090,6
0.007739357117605206,62,512,4090,6
-0.011965174852882177,62,1024,4090,6
0.0030376157838210016,62,2048,4090,6
0.007952698287640336,62,4096,4090,6
0.0044659453590121245,63,256,4090,6
-0.006579932272904099,63,512,4090,6
0.008009187515370941,63,1024,4090,6
-0.002557813456529723,63,2048,4090,6
-0.004172345865754767,63,4096,4090,6
0.00026742412489311196,64,256,4090,6
-0.0013190375363344442,64,512,4090,6
-0.009351696852587521,64,1024,4090,6
-0.010845381441637603,64,2048,4090,6
0.003957998272001051,64,4096,4090,6
0.00012098270486415874,65,256,4090,6
-0.008281345044718447,65,512,4090,6
0.012248178492800355,65,1024,4090,6
0.012494278568375705,65,2048,4090,6
0.0010879831208676638,65,4096,4090,6
0.00036669397735389353,66,256,4090,6
0.010732901868691025,66,512,4090,6
-0.004237374623531132,66,1024,4090,6
-0.004017670529147921,66,2048,4090,6
0.0011078822620198547,66,4096,4090,6
-0.005807527988111794,67,256,4090,6
-0.010326161894719688,67,512,4090,6
-0.007608356208651079,67,1024,4090,6
0.0007133378886203801,67,2048,4090,6
-0.0008279327463629471,67,4096,4090,6
0.002441846815333104,68,256,4090,6
0.010775994464858885,68,512,4090,6
0.011824627541905719,68,1024,4090,6
0.004408470572349499,68,2048,4090,6
0.002220116470459832,68,4096,4090,6
0.0014124519749387776,69,256,4090,6
-0.006369020259694658,69,512,4090,6
0.003335239495240727,69,1024,4090,6
0.002853661808150054,69,2048,4090,6
0.0023084617424788956,69,4096,4090,6
-0.0038951419985653324,70,256,4090,6
-0.008476999039467414,70,512,4090,6
-0.0004006699158076721,70,1024,4090,6
-0.013087116605183136,70,2048,4090,6
-0.0034653234747077377,70,4096,4090,6
0.004995083032593994,71,256,4090,6
0.015934987878003404,71,512,4090,6
0.0043744518845212355,71,1024,4090,6
0.013032376515629274,71,2048,4090,6
0.0036685740138874268,71,4096,4090,6
-0.006048331959875752,72,256,4090,6
-0.019411919553346313,72,512,4090,6
-0.01599539247249826,72,1024,4090,6
0.001568127708369449,72,2048,4090,6
-0.004231387663444441,72,4096,4090,6
0.002686821117583782,73,256,4090,6
0.009978866061352565,73,512,4090,6
-0.007156046194111143,73,1024,4090,6
-0.013917771975896498,73,2048,4090,6
-0.006717542633391194,73,4096,4090,6
-0.0014855624032609205,74,256,4090,6
-0.0009673856190498542,74,512,4090,6
0.010059316883873293,74,1024,4090,6
0.0060137582751649266,74,2048,4090,6
0.004384890733271196,74,4096,4090,6
0.004496723050547602,75,256,4090,6
0.01046879131759193,75,512,4090,6
0.005901176906483063,75,1024,4090,6
-0.005777001678847871,75,2048,4090,6
-0.0006159291132900035,75,4096,4090,6
2.51436610003708e-05,76,256,4090,6
-0.007889631076507753,76,512,4090,6
-0.0008306859791710197,76,1024,4090,6
0.004319747323128675,76,2048,4090,6
0.0013899309671634441,76,4096,4090,6
-0.00533015894753508,77,256,4090,6
0.008381487680844124,77,512,4090,6
0.00038499342103237577,77,1024,4090,6
0.005466263688450157,77,2048,4090,6
0.00502192790681899,77,4096,4090,6
0.006318196843204782,78,256,4090,6
-0.0024718047476524063,78,512,4090,6
0.002327672094008193,78,1024,4090,6
-0.0044800122768149375,78,2048,4090,6
-0.009765713581038393,78,4096,4090,6
-0.0032759788581864235,79,256,4090,6
-0.00698178944780925,79,512,4090,6
-0.008479417603047046,79,1024,4090,6
0.0009069198569376935,79,2048,4090,6
0.005075065149398483,79,4096,4090,6
-0.0005401821975623555,80,256,4090,6
-0.003706160670879921,80,512,4090,6
0.004673549878072447,80,1024,4090,6
-0.006256193614387895,80,2048,4090,6
-0.00790135176074891,80,4096,4090,6
-0.00044468855420320974,81,256,4090,6
0.003107195001533114,81,512,4090,6
-0.005286736288453109,81,1024,4090,6
0.0033018533191490063,81,2048,4090,6
0.002042020267330802,81,4096,4090,6
0.0023471126076509696,82,256,4090,6
0.010493981966164911,82,512,4090,6
0.01006497996428568,82,1024,4090,6
0.004463925073793895,82,2048,4090,6
0.006521047900690746,82,4096,4090,6
0.0009593618556473782,83,256,4090,6
0.002190704355865991,83,512,4090,6
-0.012224521725921922,83,1024,4090,6
0.0009424444885175465,83,2048,4090,6
-0.002259517440698966,83,4096,4090,6
-0.0007981901508631317,84,256,4090,6
-0.012316311863325158,84,512,4090,6
0.0044117299384734965,84,1024,4090,6
0.0025481722281193164,84,2048,4090,6
-0.00020931990540062895,84,4096,4090,6
-0.003726813942696694,85,256,4090,6
0.009861361759809562,85,512,4090,6
0.005751071054004964,85,1024,4090,6
-0.001235720312564692,85,2048,4090,6
0.0035423853866473065,85,4096,4090,6
0.0033144535403633046,86,256,4090,6
-0.0010137760053757772,86,512,4090,6
-0.010771248413374845,86,1024,4090,6
-0.0027242539084748607,86,2048,4090,6
-0.0025932226997047447,86,4096,4090,6
-0.0009239991218390475,87,256,4090,6
0.001705811384336564,87,512,4090,6
0.011639648575926365,87,1024,4090,6
0.00787766378102972,87,2048,4090,6
0.006068023738927453,87,4096,4090,6
-0.0022534278779002825,88,256,4090,6
-0.002720322382632423,88,512,4090,6
-0.001647654004960919,88,1024,4090,6
-0.012420539773467132,88,2048,4090,6
-0.01211421401351287,88,4096,4090,6
0.0025375039675755717,89,256,4090,6
-0.0054649545208842465,89,512,4090,6
-0.006159764012819702,89,1024,4090,6
0.00066531555422078,89,2048,4090,6
0.005305404355195442,89,4096,4090,6
0.0013068071297072104,90,256,4090,6
0.004244545977345027,90,512,4090,6
0.0014297915493335367,90,1024,4090,6
-0.0015436776701108768,90,2048,4090,6
0.004707109761781014,90,4096,4090,6
-0.012091907890260156,91,256,4090,6
0.004390775500654032,91,512,4090,6
0.0032623528906563504,91,1024,4090,6
0.011057251692171977,91,2048,4090,6
0.002459546835123616,91,4096,4090,6
0.013680493276203909,92,256,4090,6
-0.0047009865581837396,92,512,4090,6
0.007377287070811089,92,1024,4090,6
-0.011508453495244209,92,2048,4090,6
-0.0018670923292818387,92,4096,4090,6
-0.00460739994783721,93,256,4090,6
0.0026486121815838537,93,512,4090,6
0.003944557033754403,93,1024,4090,6
0.005370454636896449,93,2048,4090,6
-0.004039860823191299,93,4096,4090,6
0.0037214156360720896,94,256,4090,6
0.006028751112761022,94,512,4090,6
-0.006828110852193703,94,1024,4090,6
0.002046640274152134,94,2048,4090,6
0.006796505861419888,94,4096,4090,6
0.0003322259424138885,95,256,4090,6
-0.009722830050218123,95,512,4090,6
-0.008695237913037834,95,1024,4090,6
-0.0046495984519379085,95,2048,4090,6
-0.002470806470863618,95,4096,4090,6
-0.0010719092687911935,96,256,4090,6
0.002029139549135528,96,512,4090,6
0.0013316466340955735,96,1024,4090,6
0.01107582810640828,96,2048,4090,6
-0.0013848819428499137,96,4096,4090,6
-0.009270233932356708,97,256,4090,6
0.0060607158482198775,97,512,4090,6
0.00342457794079265,97,1024,4090,6
-0.016020574828319978,97,2048,4090,6
-0.007860877787902787,97,4096,4090,6
0.00965089617473247,98,256,4090,6
-0.011264393963391628,98,512,4090,6
0.0051199460606929925,98,1024,4090,6
0.0084984847664904,98,2048,4090,6
0.002769941331324466,98,4096,4090,6
-0.001441186041470477,99,256,4090,6
0.0073990442977224236,99,512,4090,6
-0.0021445993687030374,99,1024,4090,6
0.00374906541629505,99,2048,4090,6
0.00577143557806481,99,4096,4090,6
